FootnoteUrn,Scholion,TextUrn,Image,Sign,Folio,SequenceOnFolio
urn:cite:hmt:vblaterfootnotes.5_ID,urn:cts:greekLit:tlg5026.msBlate.hmt:5.ID,urn:cts:greekLit:tlg0012.tlg001.msB:5.LINE,"IMG",sign,folioURN,sequence
