Text,Image
urn:cts:greekLit:tlg0012.tlg001.msB:3.1,"urn:cite:hmt:vbimg.VB041RN-0485@0.094,0.2983,0.41,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msB:3.2,"urn:cite:hmt:vbimg.VB041RN-0485@0.112,0.3148,0.402,0.021"
urn:cts:greekLit:tlg0012.tlg001.msB:3.3,"urn:cite:hmt:vbimg.VB041RN-0485@0.111,0.3306,0.423,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msB:3.4,"urn:cite:hmt:vbimg.VB041RN-0485@0.109,0.3531,0.467,0.0165"
urn:cts:greekLit:tlg0012.tlg001.msB:3.5,"urn:cite:hmt:vbimg.VB041RN-0485@0.108,0.3696,0.41,0.0173"
urn:cts:greekLit:tlg0012.tlg001.msB:3.6,"urn:cite:hmt:vbimg.VB041RN-0485@0.109,0.3869,0.432,0.0195"
urn:cts:greekLit:tlg0012.tlg001.msB:3.7,"urn:cite:hmt:vbimg.VB041RN-0485@0.108,0.4057,0.44,0.015"
urn:cts:greekLit:tlg0012.tlg001.msB:3.8,"urn:cite:hmt:vbimg.VB041RN-0485@0.09,0.4237,0.406,0.0173"
urn:cts:greekLit:tlg0012.tlg001.msB:3.9,"urn:cite:hmt:vbimg.VB041RN-0485@0.111,0.4425,0.414,0.015"
urn:cts:greekLit:tlg0012.tlg001.msB:3.10,"urn:cite:hmt:vbimg.VB041RN-0485@0.109,0.4583,0.429,0.018"
urn:cts:greekLit:tlg0012.tlg001.msB:3.11,"urn:cite:hmt:vbimg.VB041RN-0485@0.111,0.4733,0.458,0.0203"
urn:cts:greekLit:tlg0012.tlg001.msB:3.12,"urn:cite:hmt:vbimg.VB041RN-0485@0.112,0.4899,0.419,0.021"
urn:cts:greekLit:tlg0012.tlg001.msB:3.13,"urn:cite:hmt:vbimg.VB041RN-0485@0.112,0.5101,0.448,0.018"
urn:cts:greekLit:tlg0012.tlg001.msB:3.14,"urn:cite:hmt:vbimg.VB041RN-0485@0.111,0.527,0.429,0.021"
urn:cts:greekLit:tlg0012.tlg001.msB:3.15,"urn:cite:hmt:vbimg.VB041RN-0485@0.113,0.5435,0.405,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msB:3.16,"urn:cite:hmt:vbimg.VB041RN-0485@0.114,0.5668,0.454,0.0188"
urn:cts:greekLit:tlg0012.tlg001.msB:3.17,"urn:cite:hmt:vbimg.VB041RN-0485@0.116,0.5818,0.445,0.024"
urn:cts:greekLit:tlg0012.tlg001.msB:3.18,"urn:cite:hmt:vbimg.VB041RN-0485@0.112,0.5953,0.458,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msB:3.19,"urn:cite:hmt:vbimg.VB041RN-0485@0.111,0.6126,0.452,0.0263"
