Text,Image
urn:cts:greekLit:tlg0012.tlg001.msB:5.1,"urn:cite:hmt:vbimg.VB062VN-0162@0.416,0.3686,0.419,0.0413"
urn:cts:greekLit:tlg0012.tlg001.msB:5.2,"urn:cite:hmt:vbimg.VB062VN-0162@0.434,0.4009,0.44,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msB:5.3,"urn:cite:hmt:vbimg.VB062VN-0162@0.438,0.4204,0.407,0.0203"
urn:cts:greekLit:tlg0012.tlg001.msB:5.4,"urn:cite:hmt:vbimg.VB062VN-0162@0.437,0.4377,0.451,0.018"
urn:cts:greekLit:tlg0012.tlg001.msB:5.5,"urn:cite:hmt:vbimg.VB062VN-0162@0.438,0.4542,0.376,0.0173"
urn:cts:greekLit:tlg0012.tlg001.msB:5.6,"urn:cite:hmt:vbimg.VB062VN-0162@0.439,0.47,0.438,0.0195"
urn:cts:greekLit:tlg0012.tlg001.msB:5.7,"urn:cite:hmt:vbimg.VB062VN-0162@0.438,0.4887,0.425,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msB:5.8,"urn:cite:hmt:vbimg.VB062VN-0162@0.441,0.5083,0.431,0.0158"
urn:cts:greekLit:tlg0012.tlg001.msB:5.9,"urn:cite:hmt:vbimg.VB062VN-0162@0.422,0.524,0.424,0.018"
urn:cts:greekLit:tlg0012.tlg001.msB:5.10,"urn:cite:hmt:vbimg.VB062VN-0162@0.438,0.5405,0.382,0.024"
urn:cts:greekLit:tlg0012.tlg001.msB:5.11,"urn:cite:hmt:vbimg.VB062VN-0162@0.443,0.5548,0.429,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msB:5.12,"urn:cite:hmt:vbimg.VB062VN-0162@0.444,0.5811,0.417,0.0165"
urn:cts:greekLit:tlg0012.tlg001.msB:5.13,"urn:cite:hmt:vbimg.VB062VN-0162@0.443,0.5886,0.452,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msB:5.14,"urn:cite:hmt:vbimg.VB062VN-0162@0.423,0.6111,0.439,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msB:5.15,"urn:cite:hmt:vbimg.VB062VN-0162@0.444,0.6276,0.447,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msB:5.16,"urn:cite:hmt:vbimg.VB062VN-0162@0.446,0.6456,0.438,0.027"
