FootnoteUrn,Scholion,TextUrn,Image,Sign,Folio,SequenceOnFolio
urn:cite:hmt:vblaterfootnotes.3_ID,urn:cts:greekLit:tlg5026.msBlate.hmt:3.ID,urn:cts:greekLit:tlg0012.tlg001.msB:3.LINE,"IMG",sign,folioURN,sequence
